Title,URL,VisitCount,LastVisitTime
Microsoft Edge | Что нового,https://go.microsoft.com/fwlink/?linkid=2140622&channel=stable&version=128.0.2739.63,2,2024-09-05T07:06:22.151449+05:00
клавиатурный резжим - Поиск,https://www.bing.com/search?q=%D0%BA%D0%BB%D0%B0%D0%B2%D0%B8%D0%B0%D1%82%D1%83%D1%80%D0%BD%D1%8B%D0%B9+%D1%80%D0%B5%D0%B7%D0%B6%D0%B8%D0%BC&gs_lcrp=EgRlZGdlKgcIABBFGMIDMgcIABBFGMIDMgcIARBFGMIDMgcIAhBFGMIDMgcIAxBFGMIDMgcIBBBFGMIDMgcIBRBFGMIDMgcIBhBFGMIDMgcIBxBFGMID0gEJNjM2MjhqMGo0qAIIsAIB&FORM=ANAB01&PC=WSEDSE,2,2024-11-11T06:20:55.043748+05:00
Что нового в Microsoft Edge,https://www.microsoft.com/edge/update?channel=stable&version=130.0.2849.80,2,2024-11-11T03:48:29.786007+05:00
Что нового в Microsoft Edge,https://go.microsoft.com/fwlink/?linkid=2140622&channel=stable&version=130.0.2849.80,2,2024-11-11T03:48:29.786007+05:00
служебные windows - Поиск,https://www.bing.com/search?q=%d1%81%d0%bb%d1%83%d0%b6%d0%b5%d0%b1%d0%bd%d1%8b%d0%b5+windows&form=WNSGPH&qs=SC&cvid=ff109cdf70104365b4a28ac2c69d99de&pq=c%D0%BB%D1%83%D0%B6%D0%B5%D0%B1%D0%BD%D1%8B%D0%B5&cc=KZ&setlang=ru-RU&nclid=8E595532861B05E235A205E52146A5A9&ts=1725519978224&wsso=Moderate,2,2024-09-05T07:06:24.421585+05:00
клавиатурный резжим - Поиск,https://www.bing.com/search?q=%D0%BA%D0%BB%D0%B0%D0%B2%D0%B8%D0%B0%D1%82%D1%83%D1%80%D0%BD%D1%8B%D0%B9+%D1%80%D0%B5%D0%B7%D0%B6%D0%B8%D0%BC&form=ANNTH1&refig=2eac36dba041405384ad84abfca85a9e&pc=U531&pqlth=0&assgl=19&sgcn=%D0%BA%D0%BB%D0%B0%D0%B2%D0%B8%D0%B0%D1%82%D1%83%D1%80%D0%BD%D1%8B%D0%B9+%D1%80%D0%B5%D0%B7%D0%B6%D0%B8%D0%BC&qs=HS&smvpcn=0&swbcn=2&sc=2-0&sp=1&ghc=0&cvid=2eac36dba041405384ad84abfca85a9e&clckatsg=1&hsmssg=0,2,2024-11-11T06:27:15.524085+05:00
диспетчер устройств - Поиск,https://www.bing.com/search?q=%D0%B4%D0%B8%D1%81%D0%BF%D0%B5%D1%82%D1%87%D0%B5%D1%80+%D1%83%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%81%D1%82%D0%B2&filters=ufn%3a%22%D0%94%D0%B8%D1%81%D0%BF%D0%B5%D1%82%D1%87%D0%B5%D1%80+%D1%83%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%81%D1%82%D0%B2%22+sid%3a%22d3960769-5704-173a-21c1-3dffe1021854%22&asbe=SC&form=WNSGPH&qs=MB&cvid=15ad3721c4d242678301a156cdd5bbfa&pq=lbc&cc=KZ&setlang=ru-RU&nclid=8E595532861B05E235A205E52146A5A9&ts=1725344512219&wsso=Moderate,2,2024-09-03T06:22:03.123026+05:00
,https://www.microsoft.com/edge/update?channel=stable&version=129.0.2792.65,1,2024-09-30T13:48:21.963257+05:00
шахматы - Поиск,https://www.bing.com/search?q=%D1%88%D0%B0%D1%85%D0%BC%D0%B0%D1%82%D1%8B&filters=ufn%3a%22%D0%A8%D0%B0%D1%85%D0%BC%D0%B0%D1%82%D1%8B%22+sid%3a%229ecfb16e-9c43-5495-dac9-2ec3f6ce8f9d%22&asbe=LT&form=WNSGPH&qs=MB&cvid=0ffdad014dde4086a1150a4a30eb3a47&pq=%D1%88%D0%B0&cc=KZ&setlang=ru-RU&nclid=8E595532861B05E235A205E52146A5A9&ts=1727704853712&nclidts=1727704853&tsms=712&wsso=Moderate,1,2024-09-30T14:00:54.383765+05:00
блокнот - Поиск,https://www.bing.com/search?q=%D0%B1%D0%BB%D0%BE%D0%BA%D0%BD%D0%BE%D1%82&filters=ufn%3a%22%D0%91%D0%BB%D0%BE%D0%BA%D0%BD%D0%BE%D1%82+(%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B0)%22+sid%3a%2214ba5783-cbda-e2eb-3611-c75a7e48a066%22&asbe=LT&form=WNSGPH&qs=MB&cvid=fafdef37a7ea4bd480cbe22c52adccfb&pq=%D0%B1%D0%BB&cc=KZ&setlang=ru-RU&nclid=8E595532861B05E235A205E52146A5A9&ts=1730692973429&nclidts=1730692973&tsms=429&wsso=Moderate,1,2024-11-04T04:02:56.339661+05:00
++++++ - Поиск,https://www.bing.com/search?q=%2B%2B%2B%2B%2B%2B&form=WNSGPH&qs=SW&cvid=c472392401494aa3ae31a095f8c6f29e&pq=%2B%2B%2B%2B%2B%2B&cc=KZ&setlang=ru-RU&nclid=8E595532861B05E235A205E52146A5A9&ts=1729173838619&wsso=Moderate,1,2024-10-17T14:04:03.344507+05:00
++++++ - Поиск,https://www.bing.com/search?q=%2B%2B%2B%2B%2B%2B&form=WNSGPH&qs=SW&cvid=c472392401494aa3ae31a095f8c6f29e&pq=%2B%2B%2B%2B%2B%2B&cc=KZ&setlang=ru-RU&nclid=8E595532861B05E235A205E52146A5A9&ts=1729173838619&nclidts=1729173838&tsms=619&wsso=Moderate,1,2024-10-17T14:04:02.834089+05:00
блокнот - Поиск,https://www.bing.com/search?q=%D0%B1%D0%BB%D0%BE%D0%BA%D0%BD%D0%BE%D1%82&filters=ufn%3a%22%D0%91%D0%BB%D0%BE%D0%BA%D0%BD%D0%BE%D1%82+(%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B0)%22+sid%3a%2214ba5783-cbda-e2eb-3611-c75a7e48a066%22&asbe=SC&form=WNSGPH&qs=MB&cvid=7bc3ea5b50824c6f9ee6cb2278fdc5c1&pq=%2Ckj&cc=KZ&setlang=ru-RU&nclid=8E595532861B05E235A205E52146A5A9&ts=1729170310295&wsso=Moderate,1,2024-10-17T13:05:13.933609+05:00
Вы не робот?,https://ya.ru/showcaptcha?cc=1&mt=C17BA098406EF1A30B926CF033247FBA16D86F0B52C8337677567B5D9EE8E1C3178F2FB3AFBB7F3B8E3FD57BF6532FD6B85A00460DD02292DBF0594D3A729BC0626A8D366B23F1C2AB055387C94EA3EB628B26D469D5745B969DE1D2C2E8F5C77F23F7C08585DDADBFFAE8ADCBC24A61DBBF2345F93956B4E176C1A8A24B891B1577CC8B9CFA3E6D9F8278C096C3D4874E41442103B375CE48AB75B08E8AF8A7E9D317186BF128561FE7E20C6F8AF6F05A3B036163162D3C8EA249327FCBA3C506F7B43793369E91902E4517224D15554E2D930F85F2D128E57569611B&retpath=aHR0cHM6Ly95YS5ydS8_Y2xpZD0yNDExNzI1_77ac359ee195e158224c319677a0dc3c&t=2/1731296910/feae398bb1ce8b0ff5e232745e2ff580&u=5504904476395323391&s=d11f758f3bb4ab26ea1066f0c1d03022,1,2024-11-11T03:48:28.779337+05:00
блокнот - Поиск,https://www.bing.com/search?q=%D0%B1%D0%BB%D0%BE%D0%BA%D0%BD%D0%BE%D1%82&filters=ufn%3a%22%D0%91%D0%BB%D0%BE%D0%BA%D0%BD%D0%BE%D1%82+(%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B0)%22+sid%3a%2214ba5783-cbda-e2eb-3611-c75a7e48a066%22&asbe=SC&form=WNSGPH&qs=MB&cvid=7bc3ea5b50824c6f9ee6cb2278fdc5c1&pq=%2Ckj&cc=KZ&setlang=ru-RU&nclid=8E595532861B05E235A205E52146A5A9&ts=1729170310295&nclidts=1729170310&tsms=295&wsso=Moderate,1,2024-10-17T13:05:13.105392+05:00
роблокс - Поиск,https://www.bing.com/search?q=%d1%80%d0%be%d0%b1%d0%bb%d0%be%d0%ba%d1%81&form=WSHBSH&qs=LT&cvid=6982a3a13944410ba5f2c3c63e1d499c&pq=&cc=KZ&setlang=ru-RU&nclid=8E595532861B05E235A205E52146A5A9&ts=1728394978404&wsso=Moderate,1,2024-10-08T13:43:02.243326+05:00
роблокс - Поиск,https://www.bing.com/search?q=%d1%80%d0%be%d0%b1%d0%bb%d0%be%d0%ba%d1%81&form=WSHBSH&qs=LT&cvid=6982a3a13944410ba5f2c3c63e1d499c&pq=&cc=KZ&setlang=ru-RU&nclid=8E595532861B05E235A205E52146A5A9&ts=1728394978404&nclidts=1728394978&tsms=404&wsso=Moderate,1,2024-10-08T13:43:01.260821+05:00
Avast Online Security & Privacy - Microsoft Edge Addons,https://ipm.avcdn.net/?data=CAAQGBgKIPUvKiJtbW1fYXZhX3RzdF8wMDdfNDAyX2E6ZGxpZF9GQVYtUFBDMAE4DEAASNwCUgJlbloFcnUta3piBQoA5ZQBeIQDggEAiAE7kAEAoAEAqAEYsAGJCLoBJGIxZjgxNWQ5LTFhMDgtOTg5NS1mZmExLWI5Nzg0MzgwNzU3ZNgBAOABAIACALACrboDuAIAwAIAyAIA0ALh1QHYAgDoAgDwAgD4AgCgAwDAA%2F%2F%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwHKAyQ1YTU4ZTFjOS0yZmQ3LTQ2YWMtODE3MC1mODUyMWExOTdkOGPyAwQ2MDkx%2BgMDOC43ggQDOCwwigQCLTHyBAJLWoAFAKAFxwKoBasfwAcB6gcIMjQxMTA3LTiACACICACQCACaCAEwgglAQUJGMURDMkIzQ0JDQjBGN0EzMEFGOEM3NDNFMUVBQjMxMjg5QzcxQTIwMUM1RjFBOTM4NDFCNjUxNEY4RTU5RpoNA3dpbsAOAbASA8ATAMoTyAxBdmFzdC1XaW5kb3dzLUFWLUNvbnN1bWVyX2F2YXN0YnJlYWNoZ3VhcmRpbm1lbnVfd2Vic29ja2V0LXRlc3RpbmdfZW1haWwtc2lnbmF0dXJlc19vcHN3YXRlbmFibGVkX2lwbV82MzYzX2Nocm9tZV9vZmZlcl9zZXR1cF9mcmVlX2FzYi1hbmQtY2hyb21lLXNpbmNlLTIxLjJfYW50aXRyYWNrLXByb2R1Y3Rpb25fdmVyc2lvbi0yMy4yLWFuZC1oaWdoZXItbm90LWluLWZyLWRlX2ZyZWVfd2ViLXB1cmNoYXNlLS0tYXV0b2FjdGl2YXRpb25fd2Vic2hpZWxkLXRscy1wcm9jZXNzZXMtLS1yZWxlYXNlX3YxOS4xLWFuZC1oaWdoZXItZnJlZV9pcG1fNDkzMl9vcG1fcHVzX2Z1bGxzY2FsZV9ub3QtYXZhc3Qtb25lX3ZlcnNpb24tMTguNi1hbmQtaGlnaGVyX3Byb2R1Y3Rpb25fZHJpdmVyLXVwZGF0ZXItcHJvZHVjdGlvbl9uZXctY2xlYW51cC10cmlnZ2Vyc19jbGVhbnVwLXNpbGVudC1zY2FuLWxvdy12YWx1ZS1jb3V0cmllc193ZWJzaGllbGQucXVpYy5ibG9jay0tLWZyYWN0aW9uLXRlc3Qtc2V0dXBfcXVpYy1zbmktYmxvY2stcmVsZWFzZS1zdGFnZS0yX3F1aWMtcmVhZC1tb2RlLXJlbGVhc2VfcXVpYy1vbl9lbWFpbHNjYW5uZXItaWdub3JlZC1wcm9jZXNzZXNfcHJldmlvdXMtdmVyc2lvbl9pcG0tYmF1LXYyMy4xLWFuZC1oaWdoZXJfdmVyc2lvbi0yMC41LWFuZC1oaWdoZXJfdXNlb3Blbmlkd2ViYXV0aF92MjAxN19nbG9iYWxmbGFncy0tLXN0cmVhbXByb2R1Y3Rpb24tX2RldmljZXdhdGNoZXJvbl92ZXJzaW9uLTIwLjktYW5kLWhpZ2hlcl9wdXBzLWluLWF2YXN0LXJvbGxvdXRfd2lucmUtYnRzX3VpLW9wZW4tZm9yLWhucy1zY2FuX2F2YXN0LWZvcnJlbGVhc2UtMjQuNF9ub29tbmlhbmRhMV9hb3NzdG9yZWxpbmtfZW5hYmxlZGR3bV9lbWFpbC1ndWFyZGlhbi1hbGwtcHJvdmlkZXJzX2VuYWJsZWhuczNfdGVzdC11cHNlbGwtc2NyZWVuc19zbWFydHNjYW4tbGFzdC1zY3JlZW5fbmV3LXJlY29tZW5kb19pcG1yZXdhcmRzbW9yZW9uX2F2YXN0LTI0LXI4LS0tMjQtcjEwX3ZlcnNpb24tMjAuMS1wbHVzX2ZzLWFuZC1pZHAtaW50ZWdyYXRpb25fY2VmLTcyLjNfcmVhd2FrZV92MTkuMS1hbmQtaGlnaGVyLW9uX2xvdy12YWx1ZS1jb3VudHJpZXNfdHJpYWwtbG93LXZhbHVlX25wcy10b2FzdGVyX25vdC1hLW5ldy1pbnN0YWxsYXRpb25fc21hcnRzY2FuLWZyZWUtLS1hbnRpdmlydXMtLS13aW4xMF9pc3B1YmxpY3JlbGVhc2Vfb3BtX2J1cmdlcl90cmFja2luZ19saW1pdGF0aW9uX2Fvcy1zaWRlbG9hZGluZy1uZXctaW5zdGFsbF9tdWx0aWRldGVjdGlvbl9iYXR0ZXJ5cGVyY2VudGFnZV9pcG1fNjUxNV82NTE2X3Zwc19zaXRlc190ZXN0X2FfaXBtXzUyNThfY2FtcGFpZ25fdG9hc3Rlcl9yZWFjaF90ZXN0X2FfaXBtXzY1MTNfb3Blbl91aV9jX2ExLW1pZ3JhdGlvbi1idXR0b25fdGVzdC1wYW0tbm8tbWFzdGVyLXBhc3N3b3JkX3YxOC41LWFuZC1oaWdoZXJfaW5zdGFsbGF0aW9uLXRlbGVtZXRyeV92ZXJzaW9uLTE3LjktYW5kLWhpZ2hlcl9yZWxlYXNlLS0taWF2czl4LW9ubHlfbmV3dW5pbnN0YWxsc3VydmV5LTc1M2YxOTNkMGIwYzY2NjRiODIyYzkzMGE1NmE5NzM3YzEyYjBlNzc3YWY2NDI1YTViMjdkMjBkZTllZmNmYznQE8Yo2hMGaWF2czl4gBQ7iBYA2hYMMTQwNDktcGFwLW9uohoBMIgbBdAbAYAcBLIcL2F2YXN0LXByZW1pdW0tc2VjdXJpdHktbWQtcHJlYXV0aC10cmlhbC0xMHMtNjBkshwuYXZhc3QtcHJlbWl1bS1zZWN1cml0eS13aW4tcHJlYXV0aC10cmlhbC0xcy0ybbIcL2F2YXN0LXByZW1pdW0tc2VjdXJpdHktbXVsdGktZGV2aWNlLXRyaWFsLTFzLTJtshwZYXZhc3QtY2xlYW51cC10cmlhbC0xcy03ZLIcGWF2YXN0LWNsZWFudXAtdHJpYWwtMW0tMXOyHBphdmFzdC1jbGVhbnVwLXRyaWFsLTFzLTE1ZLIcKmF2YXN0LXNlY3VyZWxpbmUtbXVsdGlwbGF0Zm9ybS10cmlhbC03ZC0xc7oc8AJ7ImFzIjp7ImRlZiI6MSwibSI6MCwiciI6MCwic2JhIjpmYWxzZSwic3AiOiIiLCJ2ZXJzaW9uIjoiMTI5LjAuMjY3NDAuMTAxIn0sImVkIjp7ImRlZiI6MCwibSI6MCwiciI6Miwic2JhIjpmYWxzZSwic3AiOiIiLCJ2ZXJzaW9uIjoiMTMwLjAuMjg0OS44MCJ9LCJnYyI6eyJkZWYiOjAsImliYSI6ZmFsc2UsIm0iOjAsInIiOjEwLCJzYmEiOmZhbHNlLCJzcCI6IiIsInZlcnNpb24iOiIxMzAuMC42NzIzLjExNyJ9LCJpZSI6eyJkZWYiOjAsIm0iOjAsInIiOjAsInNiYSI6ZmFsc2UsInNwIjoiIiwidmVyc2lvbiI6IjkuMTEuMTkwNDEuMCJ9LCJvcCI6eyJkZWYiOjAsIm0iOjAsInIiOjAsInNiYSI6ZmFsc2UsInNwIjoiIiwidmVyc2lvbiI6IiJ9fcIcATLgHACiHRRhdmFzdC1mcmVlLTFzMXlfMXMxecgdCYoi6wF7ImNocm9tZSI6eyJhb3MyIjp7InMiOjB9LCJhc2cyIjp7InMiOjB9LCJhc3AyIjp7InMiOjB9LCJhc3QyIjp7InMiOjB9LCJob24yIjp7InMiOjB9LCJwYW0yIjp7InMiOjB9LCJzcDIiOnsicyI6MH0sIndrYjIiOnsicyI6MH0sInd0dTIiOnsicyI6MH0sInd0dTMyIjp7InMiOjB9fSwiaWV4cGxvcmVyIjp7ImFvczIiOnsicyI6MH0sInBhbTIiOnsicyI6MH0sInNwMiI6eyJzIjowfSwid3R1MiI6eyJzIjowfX192CIA4CIAgCMCkCMAkCQBqCQB2CQA4CQA6CQDuCX6jIq3BsAlAMolAOIl%2FgExOWZhOTJkNy1jZWMzLTQ4OWItOWY4Ni1mODhhOTc4MDkwMmU6QSw5YmFiNGYxOC0yYTAzLTQwZmYtYmViZC1hN2IyMmI1NzMyMjU6Qyw5YzM5YmIwMC0wMzE5LTQwYmYtYjk5MS01YzllZDlkMGE4NWI6QyxBVi0zMjY2Ni12MS1mYWtlOmIsSW5kcnVjaF9TU180VGh1cnNkYXlzX2Zha2U6Yixhdi0zMjgzNi12Mi1mYWtlOmIsYXYtMzk2NDYtdjItZmFrZTphLGYyNjkxMzVhLWFiZjYtNDFkZi1hOTBhLTEzYjQxMWMyNmVmYTpBLG9hLTc0NjYtdjA6Y%2FAmAIonAOAnAKgoGLAoK7goAcAouQHIKO2H2oUB2CgB4CgB6igc0JHRgNCw0L3QtNC80LDRg9GN0YAgV2luZG93c7IrBAEAtwbQKwDYKwCILAKgLfEGwC1EyC1v0C0%2B2C3HAvgtA4AuANIyMHNjYW5TeXN0ZW1IZWFsdGgsc2NhblZpcnVzZXMsc2NhbkFkdmFuY2VkVGhyZWF0c5A0AJg0AKI2BEZyZWWwNgG4Nje4NwDANwDAOACAOQKIOQCiOQCYOgDiOhIxMTB5MDAwMDAwMDAweHh4MDHqOhIxMTB5MDAwMDB6enp6enp6MDHwOrC%2BnrgGgjwAijyQB1d3b0pld29KQ1NKdVlXMWxJaUE2SUNKV1lXRnlMVWhsWVdSbGNpMUJjSEF0UW5WcGJHUXRWbVZ5YzJsdmJpSXNDZ2tKSW5aaGJIVmxJaUE2SUNJMk1UTXpJZ29KZlN3S0NYc0tDUWtpYm1GdFpTSWdPaUFpVm1GaGNpMUlaV0ZrWlhJdFFYQndMVWxrSWl3S0NRa2lkbUZzZFdVaUlEb2dJalZoTlRobE1XTTVMVEptWkRjdE5EWmhZeTA0TVRjd0xXWTROVEl4WVRFNU4yUTRZeUlLQ1gwc0NnbDdDZ2tKSW01aGJXVWlJRG9nSWxaaFlYSXRTR1ZoWkdWeUxVRndjQzFKVUUwdFVISnZaSFZqZENJc0Nna0pJblpoYkhWbElpQTZJQ0l3SWdvSmZTd0tDWHNLQ1FraWJtRnRaU0lnT2lBaVZtRmhjaTFJWldGa1pYSXRRWEJ3TFZCeWIyUjFZM1F0UW5KaGJtUWlMQW9KQ1NKMllXeDFaU0lnT2lBaVFWWkJVMVFpQ2dsOUxBb0pld29KQ1NKdVlXMWxJaUE2SUNKV1lXRnlMVWhsWVdSbGNpMUJjSEF0VUhKdlpIVmpkQzFGWkdsMGFXOXVJaXdLQ1FraWRtRnNkV1VpSURvZ0lrRldYMFpTUlVVaUNnbDlMQW9KZXdvSkNTSnVZVzFsSWlBNklDSldZV0Z5TFVobFlXUmxjaTFCY0hBdFVISnZaSFZqZEMxTmIyUmxJaXdLQ1FraWRtRnNkV1VpSURvZ0lrWlNSVVVpQ2dsOUxBb0pld29KQ1NKdVlXMWxJaUE2SUNKV1lXRnlMVWhsWVdSbGNpMUVaWFpwWTJVdFNXUWlMQW9KQ1NKMllXeDFaU0lnT2lBaVFVSkdNVVJETWtJelEwSkRRakJHTjBFek1FRkdPRU0zTkRORk1VVkJRak14TWpnNVF6Y3hRVEl3TVVNMVJqRkJPVE00TkRGQ05qVXhORVk0UlRVNVJpSUtDWDBzQ2dsN0Nna0pJbTVoYldVaUlEb2dJbFpoWVhJdFNHVmhaR1Z5TFVSbGRtbGpaUzFRYkdGMFptOXliU0lzQ2drSkluWmhiSFZsSWlBNklDSlhTVTRpQ2dsOUxBb0pld29KQ1NKdVlXMWxJaUE2SUNKV1lXRnlMVlpsY25OcGIyNGlMQW9KQ1NKMllXeDFaU0lnT2lBaU1DSUtDWDBLWFE9PZg8AJA%2BAMA%2BANI%2BA3g2NLA%2FAMpAAOhAEYhBzwG4QQTAQSnIQQyAQwCoQwCwQwDwQwCARAGwRMuJircGuEYBuEf%2F%2F%2F%2F%2F%2F%2F%2F%2F%2F%2F8BuEsAsmkGggEAoRY4oGoAwG0A2m0gNDhERUYwQkRBMzUwNkU2MTg0QTE4REI2QkM4QkMxRjTibSQzMzAyMmY0Yy1kZmUzLTRmMjUtYTljOS0yZGYxNjE0MzM1YzPwbrRp%2BG7dVOhyAPByAPhyAIB0AMB0AfJ0BG5vbmXAeADAeQDIeQDSeR1BZHZhbmNlZFRocmVhdHMsRHJpdmVyVXBkYXRlctCAAQKIgQEA&action=2&p_obr=msedge,1,2024-11-11T03:48:31.816053+05:00
Avast Online Security & Privacy - Microsoft Edge Addons,https://microsoftedge.microsoft.com/addons/detail/fdgpikaaheckgdijjmepmdjjkbceakif,1,2024-11-11T03:48:31.816053+05:00
Avast Online Security & Privacy - Microsoft Edge Addons,https://microsoftedge.microsoft.com/addons/detail/avast-online-security-p/fdgpikaaheckgdijjmepmdjjkbceakif,1,2024-11-11T03:48:34.90849+05:00
Видео Bing,https://www.bing.com/videos/riverview/relatedvideo?q=%d1%88%d0%b0%d1%85%d0%bc%d0%b0%d1%82%d1%8b&mid=0295D2403FFA7D572BAF0295D2403FFA7D572BAF&FORM=VIRE,1,2024-09-30T14:01:02.600972+05:00
