Title,URL,VisitCount,LastVisitTime
Шашкуй по городу на Банане CLS 63! (от UnrealGames) - играть онлайн бесплатно на сервисе Яндекс Игры,https://yandex.ru/games/?,6,2024-10-23T03:44:50.114532+05:00
Большой гид по Алматы ✈ Aviata,https://aviata.kz/media/guide/bolshoi-gid-po-almaty-gory-dostoprimechatelnosti-i-vecherinki/,6,2024-09-17T11:59:31.961067+05:00
7 класс СОР-1,https://docs.google.com/forms/d/e/1FAIpQLScCKFXQRthUizvfaifx7Y0mIl8QdYPpfZoJJtc0tp2hEPalVg/viewform,6,2024-10-23T12:12:22.325957+05:00
ЕНТ,https://testter.kz/ent/test?id=24917384,6,2024-10-11T05:52:15.032686+05:00
ЕНТ,https://testter.kz/ent/test?id=24917412,6,2024-10-11T05:59:24.726427+05:00
ЕНТ,https://testter.kz/ent/test?id=24917411,6,2024-10-11T05:59:23.5307+05:00
ЕНТ,https://testter.kz/ent/test?id=24917385,6,2024-10-11T05:52:15.906657+05:00
ЕНТ,https://testter.kz/ent/test?id=24917386,6,2024-10-11T05:52:17.107148+05:00
ЕНТ,https://testter.kz/ent/test?id=24917387,6,2024-10-11T05:52:18.796397+05:00
ЕНТ,https://testter.kz/ent/test?id=24917388,6,2024-10-11T05:52:19.570185+05:00
Google,http://173.194.221.198/,6,2024-09-19T04:08:22.27824+05:00
Клавиатурный тренажер Stamina-online,https://stamina-online.com/,6,2024-11-11T13:37:00.390982+05:00
ЕНТ,https://testter.kz/ent/test?id=24917332,5,2024-10-11T04:20:49.800167+05:00
ЕНТ,https://testter.kz/ent/test?id=24917383,5,2024-10-11T05:52:14.00797+05:00
192.0.43.22,http://192.0.43.22/,5,2024-09-17T11:56:04.700055+05:00
алматы - Поиск в Google,https://www.google.com/search?sca_esv=72aaa3890415b76e&sca_upv=1&q=%D0%B0%D0%BB%D0%BC%D0%B0%D1%82%D1%8B&udm=2&fbs=AEQNm0Ccd8v_pAFtqbsXqQhTSUJjLECeyGbVdpKEfosLXaDZkCe2nQWgj_LOC_lMua_wUo53HmC79o_MNsf9vY-71AWm3JIhE5JZQhdGV3x7hmBx_6ysSCz1tBZGg7mYlMSiVF3YmArbdjY3J3b_4J5h9lsCme-CNPZHuiv-h8duS82MNiNxBBadxvJVpoCP5W4tnOr7nikQMCPR4YoJ-UZ7b8ehgFmq8CTzQUIa7togqb0weqygSV8&sa=X&ved=2ahUKEwjJzoz0i8qIAxVoJxAIHXVsDbUQtKgLegQIDRAB&biw=1366&bih=641&dpr=1,5,2024-09-17T13:39:03.075906+05:00
10 класс СОР-2,https://docs.google.com/forms/d/e/1FAIpQLSc6usaewo7jS_uzDdyDJoPIFbCD-foXq6NIGrAzhSmUF-JR3g/viewform?usp=sf_link,5,2024-10-15T08:18:15.919301+05:00
ЕНТ,https://testter.kz/ent/test?id=24917413,5,2024-10-11T05:59:25.887214+05:00
Информатика → Районная → 2023 → 9 класс | BeyondOlympiads,https://olympiads.bc-pf.org/informatics/region/2023/9,5,2024-11-13T11:21:11.778158+05:00
ЕНТ,https://testter.kz/ent/test?id=24917333,5,2024-10-11T04:20:53.820052+05:00
ЕНТ,https://testter.kz/ent/test?id=25012543,5,2024-10-11T08:07:48.823952+05:00
ЕНТ,https://testter.kz/ent/test?id=25012542,5,2024-10-11T08:07:45.572038+05:00
» Астана,https://kzkazan.ru/ru/generalnoe-konsulstvo/informatsiya-o-kazahstane/astana/,5,2024-09-19T09:20:23.860104+05:00
"Scratch - Imagine, Program, Share",https://scratch.mit.edu/projects/editor/?tutorial=getStarted,5,2024-09-12T13:10:54.888905+05:00
ЕНТ,https://testter.kz/ent/test?id=24917325,5,2024-10-11T04:16:20.185673+05:00
» Астана,https://www.google.com/url?sa=i&url=https%3A%2F%2Fkzkazan.ru%2Fru%2Fgeneralnoe-konsulstvo%2Finformatsiya-o-kazahstane%2Fastana%2F&psig=AOvVaw3bXsHgtKkFuJWDrr6LAoOW&ust=1726823790257000&source=images&cd=vfe&opi=89978449&ved=0CBQQjRxqFwoTCMiMupDWzogDFQAAAAAdAAAAABAE,4,2024-09-19T09:20:23.860104+05:00
ЕНТ,https://testter.kz/ent/test?id=24917415,4,2024-10-11T05:59:30.394244+05:00
ЕНТ,https://testter.kz/ent/test?id=24917389,4,2024-10-11T05:52:20.225373+05:00
Информатика → Районная → 2023 | BeyondOlympiads,https://olympiads.bc-pf.org/informatics/region/2023,4,2024-11-13T11:21:13.016749+05:00
Google,http://www.google.com/,4,2024-09-19T04:08:22.27824+05:00
ЕНТ,https://testter.kz/ent/test?id=24917382,4,2024-10-11T05:52:12.995196+05:00
Работа над ошибками,https://testter.kz/ent/work-on-mistakes?id=24917401,4,2024-10-11T06:03:45.239084+05:00
карта казахстана фото - Поиск в Google,https://www.google.com/search?q=%D0%BA%D0%B0%D1%80%D1%82%D0%B0+%D0%BA%D0%B0%D0%B7%D0%B0%D1%85%D1%81%D1%82%D0%B0%D0%BD%D0%B0+%D1%84%D0%BE%D1%82%D0%BE&sca_esv=de8efa94a8e5fbd0&ei=tijsZvOuCYqzwPAPsuPkmQw&oq=%D0%BA%D0%B0%D1%80%D1%82%D0%B0+%D0%BA%D0%B0%D0%B7%D0%B0+%D1%84%D0%BE%D1%82%D0%BE&gs_lp=Egxnd3Mtd2l6LXNlcnAiHNC60LDRgNGC0LAg0LrQsNC30LAg0YTQvtGC0L4qAggAMgYQABgHGB4yBhAAGAcYHjIGEAAYBxgeMggQABgFGAcYHjIIEAAYBRgHGB4yCBAAGIAEGKIEMggQABiABBiiBDIIEAAYogQYiQVI_MIBUI4fWJuDAXABeAGQAQCYAYsBoAHaDqoBBDAuMTa4AQHIAQD4AQGYAhGgAtgPwgIKEAAYsAMY1gQYR8ICDRAAGIAEGLADGEMYigXCAg4QABiwAxjkAhjWBNgBAcICExAuGIAEGLADGEMYyAMYigXYAQHCAhkQLhiABBiwAxhDGMcBGMgDGIoFGK8B2AEBwgIKEAAYgAQYQxiKBcICDBAAGIAEGEMYigUYCsICDRAAGIAEGLEDGEMYigXCAgcQABiABBgNwgIIEAAYBxgIGB6YAwCIBgGQBhG6BgYIARABGAmSBwQxLjE2oAfqdA&sclient=gws-wiz-serp,4,2024-09-19T13:59:16.263625+05:00
Download NetEmul,https://sourceforge.net/projects/netemul/files/latest/download,4,2024-09-10T07:43:08.853203+05:00
ГТА 5 РП: Дрифт на BMW M5 F90 (от Ritzy Games) - играть онлайн бесплатно на сервисе Яндекс Игры,https://yandex.ru/games/app/295738,4,2024-10-23T03:41:50.4658+05:00
10 класс СОР-2,https://docs.google.com/forms/d/e/1FAIpQLSc6usaewo7jS_uzDdyDJoPIFbCD-foXq6NIGrAzhSmUF-JR3g/viewform,4,2024-10-15T10:04:57.661522+05:00
"Ночной Алматы - Picture of Almaty, Kazakhstan - Tripadvisor",https://www.tripadvisor.com/LocationPhotoDirectLink-g298251-i458215793-Almaty.html,4,2024-09-19T14:00:46.629807+05:00
ЕНТ,https://testter.kz/ent/test?id=24917414,4,2024-10-11T05:59:27.899345+05:00
ЕНТ,https://testter.kz/ent/test?id=24917334,4,2024-10-11T04:21:27.367271+05:00
СОР №1 - 8 класс 1 вариант,https://docs.google.com/forms/d/e/1FAIpQLScdmjs-3oj1i945qWK-wzoOyh307tdPhLnOkRyaylFy0GcTeg/viewform,4,2024-10-23T07:51:40.984272+05:00
ЕНТ,https://testter.kz/ent/test?id=24917338,4,2024-10-11T04:26:40.956983+05:00
ЕНТ,https://testter.kz/ent/test?id=24917337,4,2024-10-11T04:26:44.506706+05:00
ЕНТ,https://testter.kz/ent/test?id=24917336,4,2024-10-11T04:26:46.40267+05:00
10 класс СОЧ-1 вар 2,https://docs.google.com/forms/d/e/1FAIpQLSeEoyuzISc2Pv3tFKcUgIVtbY0wHQ2CZ8B7k0KJlvKRrsLPbg/viewform?usp=sf_link,4,2024-10-22T07:34:18.637848+05:00
ЕНТ,https://testter.kz/ent/test?id=24917335,4,2024-10-11T04:27:07.742438+05:00
Скачать netemul-1.0.exe (NetEmul),https://sourceforge.net/projects/netemul/files/release-1.0/netemul-1.0.exe/download,4,2024-09-10T07:40:38.970117+05:00
Шашкуй по городу на Банане CLS 63! (от UnrealGames) - играть онлайн бесплатно на сервисе Яндекс Игры,https://yandex.ru/games/app/278788,3,2024-10-23T03:44:50.11793+05:00
объекты культурного наследия семь чудес казахстана рассказ - Поиск в Google,https://www.google.com/search?sca_esv=53913c89c8493d98&q=%D0%BE%D0%B1%D1%8A%D0%B5%D0%BA%D1%82%D1%8B+%D0%BA%D1%83%D0%BB%D1%8C%D1%82%D1%83%D1%80%D0%BD%D0%BE%D0%B3%D0%BE+%D0%BD%D0%B0%D1%81%D0%BB%D0%B5%D0%B4%D0%B8%D1%8F+%D1%81%D0%B5%D0%BC%D1%8C+%D1%87%D1%83%D0%B4%D0%B5%D1%81+%D0%BA%D0%B0%D0%B7%D0%B0%D1%85%D1%81%D1%82%D0%B0%D0%BD%D0%B0+%D1%80%D0%B0%D1%81%D1%81%D0%BA%D0%B0%D0%B7&uds=ADvngMgIyqv6K9cjUI3eI1HpD8EIRdg6TnUac4tfvhXg-KYi0feOCIl7Gs5bDI4jlaMUVf3bYninxzTvQ4fVVSlrbL6SomRcCSK-1P41HBdXCfKfNugb2eIASBtSNDs6GPEUbw1kVTtmBja3WPi0jYqjypA0kvkVu-AtciUdO_f0pBMyqSIOjfzZ8f83RL4iydB89YK-Deaet3E0j7o49q-_OdRrubXgF3UHTEVOIi1SK37_9H4--v8fi6QTShFbgcXBWmGxkrIu&udm=2&sa=X&ved=2ahUKEwjI95qx-NaJAxUUJBAIHQq9FTEQxKsJegQIDRAB&ictx=0&biw=1366&bih=600&dpr=1,3,2024-11-12T13:53:26.090255+05:00
динамический удаленный рабочий стол для школы - Поиск в Google,https://www.google.com/search?q=%D0%B4%D0%B8%D0%BD%D0%B0%D0%BC%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9+%D1%83%D0%B4%D0%B0%D0%BB%D0%B5%D0%BD%D0%BD%D1%8B%D0%B9+%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9+%D1%81%D1%82%D0%BE%D0%BB+%D0%B4%D0%BB%D1%8F+%D1%88%D0%BA%D0%BE%D0%BB%D1%8B&sca_esv=0162a739e8c9f12e&ei=-LgQZ-fLFovWwPAP1_XMuAw&ved=0ahUKEwjnp6_T7pSJAxULKxAIHdc6E8cQ4dUDCA8&uact=5&oq=%D0%B4%D0%B8%D0%BD%D0%B0%D0%BC%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9+%D1%83%D0%B4%D0%B0%D0%BB%D0%B5%D0%BD%D0%BD%D1%8B%D0%B9+%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9+%D1%81%D1%82%D0%BE%D0%BB+%D0%B4%D0%BB%D1%8F+%D1%88%D0%BA%D0%BE%D0%BB%D1%8B&gs_lp=Egxnd3Mtd2l6LXNlcnAiVdC00LjQvdCw0LzQuNGH0LXRgdC60LjQuSDRg9C00LDQu9C10L3QvdGL0Lkg0YDQsNCx0L7Rh9C40Lkg0YHRgtC-0Lsg0LTQu9GPINGI0LrQvtC70YsyCBAAGIAEGKIEMggQABiABBiiBDIIEAAYogQYiQUyCBAAGIAEGKIEMggQABiABBiiBEj0MFD_HFicL3AAeAWQAQCYAXugAfUIqgEEMC4xMLgBA8gBAPgBAZgCCqAC3AXCAgQQABhHmAMA4gMFEgExIECIBgGQBgeSBwM0LjagB6I1&sclient=gws-wiz-serp,3,2024-10-17T07:13:31.584883+05:00
Играть в шахматы онлайн БЕСПЛАТНО - шахматы для 2 игроков - Chess.com,https://www.chess.com/ru/play/online,3,2024-10-15T03:39:37.001781+05:00
шахматы онлайн - Поиск в Google,https://www.google.com/search?gs_ssp=eJzj4tVP1zc0TDYzL8sxyTM3YPSSvthxYcPF1gt7gGTTxW6FC_su7L2w-8KGCzsv7AUAqtoXpg&q=%D1%88%D0%B0%D1%85%D0%BC%D0%B0%D1%82%D1%8B+%D0%BE%D0%BD%D0%BB%D0%B0%D0%B9%D0%BD&oq=%D1%88%D0%B0%D1%85%D0%BC%D0%B0%D1%82&gs_lcrp=EgZjaHJvbWUqDQgBEC4YgwEYsQMYgAQyDQgAEAAYgwEYsQMYgAQyDQgBEC4YgwEYsQMYgAQyBggCEEUYOTIQCAMQLhiDARjUAhixAxiABDINCAQQABiDARixAxiABDINCAUQABiDARixAxiABDIHCAYQLhiABDINCAcQLhiDARixAxiABDIHCAgQABiABDIHCAkQABiABNIBCjExMzcwajBqMTWoAgiwAgE&sourceid=chrome&ie=UTF-8,3,2024-10-14T12:19:38.661641+05:00
ЕНТ,https://testter.kz/ent/test?id=25012553,3,2024-10-11T08:08:25.898728+05:00
ЕНТ,https://testter.kz/ent/test?id=25012544,3,2024-10-11T08:07:50.968652+05:00
какие праивила нужнопомнить при написании сообществе - Поиск в Google,https://www.google.com/search?q=%D0%BA%D0%B0%D0%BA%D0%B8%D0%B5+%D0%BF%D1%80%D0%B0%D0%B8%D0%B2%D0%B8%D0%BB%D0%B0+%D0%BD%D1%83%D0%B6%D0%BD%D0%BE%D0%BF%D0%BE%D0%BC%D0%BD%D0%B8%D1%82%D1%8C+%D0%BF%D1%80%D0%B8+%D0%BD%D0%B0%D0%BF%D0%B8%D1%81%D0%B0%D0%BD%D0%B8%D0%B8+%D1%81%D0%BE%D0%BE%D0%B1%D1%89%D0%B5%D1%81%D1%82%D0%B2%D0%B5&sca_esv=0a4e35a17b34b12b&sca_upv=1&ei=7lTqZp66LaWvwPAPzI6GwAg&ved=0ahUKEwie6d_z0cuIAxWlFxAIHUyHAYgQ4dUDCA8&uact=5&oq=%D0%BA%D0%B0%D0%BA%D0%B8%D0%B5+%D0%BF%D1%80%D0%B0%D0%B8%D0%B2%D0%B8%D0%BB%D0%B0+%D0%BD%D1%83%D0%B6%D0%BD%D0%BE%D0%BF%D0%BE%D0%BC%D0%BD%D0%B8%D1%82%D1%8C+%D0%BF%D1%80%D0%B8+%D0%BD%D0%B0%D0%BF%D0%B8%D1%81%D0%B0%D0%BD%D0%B8%D0%B8+%D1%81%D0%BE%D0%BE%D0%B1%D1%89%D0%B5%D1%81%D1%82%D0%B2%D0%B5&gs_lp=Egxnd3Mtd2l6LXNlcnAiY9C60LDQutC40LUg0L_RgNCw0LjQstC40LvQsCDQvdGD0LbQvdC-0L_QvtC80L3QuNGC0Ywg0L_RgNC4INC90LDQv9C40YHQsNC90LjQuCDRgdC-0L7QsdGJ0LXRgdGC0LLQtTIGEAAYFhgeMggQABiiBBiJBTIIEAAYogQYiQUyCBAAGKIEGIkFMggQABiiBBiJBUjOtQxQ28EDWOOuDHAEeAGQAQCYAcMBoAH_NaoBBDIuNTO4AQPIAQD4AQGYAjugAp84qAIUwgIdEAAYgAQYtAIY1AMY5QIYtwMYigUY6gIYigPYAQHCAhYQABgDGLQCGOUCGOoCGIwDGI8B2AECwgIWEC4YAxi0AhjlAhjqAhiMAxiPAdgBAsICCxAAGIAEGLEDGIMBwgIIEAAYgAQYsQPCAhEQLhiABBixAxjRAxiDARjHAcICCBAuGIAEGLEDwgIKEAAYgAQYQxiKBcICEBAAGIAEGLEDGEMYgwEYigXCAgsQLhiABBixAxiDAcICCxAAGIAEGLEDGIoFwgIFEAAYgATCAg4QABiABBixAxiDARiKBcICCBAAGIAEGKIEwgIFECEYoAHCAgcQABiABBgNwgIIEAAYCBgNGB7CAgQQIRgKwgIFECEYnwWYAw7iAwUSATEgQLoGBAgBGAe6BgYIAhABGAqSBwQ0LjU1oAfQggQ&sclient=gws-wiz-serp,3,2024-09-18T04:25:34.618389+05:00
ЕНТ,https://testter.kz/ent/test?id=25012522,3,2024-10-11T07:56:10.059997+05:00
NetEmul,https://netemul.sourceforge.net/ruindex.html,3,2024-09-10T07:34:54.451305+05:00
ЕНТ,https://testter.kz/ent/test?id=24917329,3,2024-10-11T04:18:51.086313+05:00
ЕНТ,https://testter.kz/ent/test?id=24917328,3,2024-10-11T04:18:52.624229+05:00
Работа над ошибками,https://testter.kz/ent/work-on-mistakes?id=24917361,3,2024-10-11T06:04:24.288651+05:00
ЕНТ,https://testter.kz/ent/test?id=24917327,3,2024-10-11T04:16:22.323853+05:00
ЕНТ,https://testter.kz/ent/test?id=24917326,3,2024-10-11T04:16:21.194118+05:00
Работа над ошибками,https://testter.kz/ent/work-on-mistakes?id=24917321,3,2024-10-11T06:03:49.300827+05:00
WhatsApp Web,https://web.whatsapp.com/,3,2024-11-05T07:58:30.897215+05:00
какой самый редкий цвет глаз - Поиск в Google,https://www.google.com/search?q=%D0%BA%D0%B0%D0%BA%D0%BE%D0%B9+%D1%81%D0%B0%D0%BC%D1%8B%D0%B9+%D1%80%D0%B5%D0%B4%D0%BA%D0%B8%D0%B9+%D1%86%D0%B2%D0%B5%D1%82+%D0%B3%D0%BB%D0%B0%D0%B7&sca_esv=2fb7cdc9c0fa8be9&ei=Km7eZo-RDoe-wPAPsfjIgQE&oq=%D0%BA%D0%B0%D0%BA%D0%BE%D0%B9+%D1%81%D0%B0%D0%BC%D1%8B%D0%B9+&gs_lp=Egxnd3Mtd2l6LXNlcnAiFtC60LDQutC-0Lkg0YHQsNC80YvQuSAqAggHMgUQABiABDIFEAAYgAQyBRAAGIAEMgUQABiABDIFEAAYgAQyBRAAGIAEMgUQABiABDIFEAAYgAQyBRAAGIAEMgUQABiABEjySFDNGViyKnABeAGQAQCYAXmgAfMQqgEEMy4xN7gBAcgBAPgBAZgCBqACsgTCAgoQABiwAxjWBBhHwgITEC4YgAQYsAMYQxjHARiKBRivAcICDRAAGIAEGLADGEMYigXCAgYQABgWGB7CAggQABiABBiiBJgDAIgGAZAGCpIHAzEuNaAHvrwB&sclient=gws-wiz-serp,3,2024-09-09T03:41:40.455094+05:00
